Age,Height,Weight,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,Gender_Male,CALC_Frequently,CALC_Sometimes,CALC_no,CAEC_Frequently,CAEC_Sometimes,CAEC_no,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
20.345161,1.534385,41.96525,1,710,0,0,0,0,0,0,170,False,False,True,False,True,False,False,False,False,True,False
20.519916,1.725548,49.815599,0,712,615,0,0,75,1,862,435,False,False,False,True,True,False,False,False,False,True,False
20.406066,1.868931,63.199726,1,809,585,0,0,1156,1,939,62,True,False,True,False,False,True,False,False,False,False,False
21.478496,1.686936,51.256059,1,809,506,0,0,478,1,294,486,False,False,False,True,True,False,False,False,False,True,False
18.372563,1.589829,40.202773,1,170,24,0,0,0,0,113,1055,False,False,True,False,False,True,False,False,False,True,False
19.931667,1.653209,49.026214,0,489,477,0,0,513,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
22.998709,1.740108,53.65727,1,341,477,0,0,449,1,1142,659,False,False,False,True,True,False,False,False,False,True,False
18.006742,1.7,50.0,1,1,516,0,0,19,0,428,840,False,False,True,False,True,False,False,False,False,True,False
34.799519,1.689141,50.0,1,553,604,0,0,318,1,145,89,False,False,False,True,True,False,False,False,False,True,False
16.496978,1.691206,50.0,1,170,133,0,0,1249,0,324,283,True,False,True,False,False,True,False,False,False,True,False
18.0,1.788459,51.552595,1,714,477,0,0,444,0,671,840,True,False,True,False,False,True,False,False,False,True,False
17.377131,1.811238,58.83071,1,462,600,0,0,549,1,1071,779,True,False,False,True,False,True,False,False,False,False,False
16.611837,1.830068,43.534531,1,759,477,0,0,1237,0,1173,987,False,False,True,False,False,True,False,False,False,True,False
17.080493,1.782756,56.029418,1,170,634,0,0,782,1,1071,889,True,False,False,True,False,True,False,False,False,False,False
22.970655,1.751691,55.967655,1,460,541,0,0,558,1,1071,260,False,False,False,True,True,False,False,False,False,True,False
17.764764,1.78656,50.0,1,640,634,0,0,0,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
19.272573,1.71367,50.0,1,2,634,0,0,0,0,931,558,False,False,True,False,True,False,False,False,False,True,False
19.0,1.540375,42.006282,0,749,343,1,0,196,0,993,285,False,False,True,False,True,False,False,False,False,True,False
17.06713,1.896734,59.895052,1,672,537,0,0,549,1,1146,439,True,False,False,True,False,True,False,False,False,False,False
23.0,1.710129,50.079991,1,170,477,0,0,1056,1,253,1128,False,False,False,True,True,False,False,False,False,True,False
18.0,1.704193,50.631889,1,170,477,0,0,549,0,0,1002,False,False,True,False,False,True,False,False,False,True,False
19.054008,1.556611,39.695295,1,134,239,0,0,572,0,1092,1056,False,False,True,False,False,True,False,False,False,True,False
18.0,1.845399,60.0,1,809,634,0,0,549,1,1071,0,True,False,False,True,False,True,False,False,False,False,False
17.491272,1.834637,59.990861,1,757,634,0,0,549,1,1071,117,True,False,False,True,False,True,False,False,False,False,False
18.0,1.721854,52.514302,1,404,477,0,0,549,1,36,1095,True,False,True,False,False,True,False,False,False,True,False
20.172661,1.605521,44.661461,0,809,405,1,0,0,0,423,0,False,False,True,False,True,False,False,False,False,True,False
19.220108,1.530266,42.0,1,809,0,0,0,501,0,0,749,False,False,True,False,True,False,False,False,False,True,False
18.0,1.71889,52.058335,1,151,477,0,0,395,1,164,1069,True,False,True,False,False,True,False,False,False,True,False
19.96247,1.756338,54.98234,1,366,557,0,0,1210,1,936,1101,True,False,False,True,False,True,False,False,False,True,False
17.580627,1.770324,55.695253,1,170,634,0,0,838,1,1071,1033,True,False,False,True,False,True,False,False,False,False,False
21.125098,1.767479,56.265959,1,416,632,0,0,771,1,1071,685,False,False,False,True,True,False,False,False,False,True,False
22.033129,1.704223,51.437985,1,798,477,0,0,607,1,1078,911,False,False,False,True,True,False,False,False,False,True,False
20.744839,1.667852,49.803921,1,792,507,0,0,910,1,1071,840,False,False,False,True,True,False,False,False,False,True,False
22.547298,1.722461,51.881263,1,560,477,0,0,46,1,439,961,False,False,False,True,True,False,False,False,False,True,False
21.837996,1.588046,44.236067,0,809,142,0,0,951,0,649,0,False,False,False,True,True,False,False,False,False,True,False
23.035829,1.598612,42.993937,0,618,376,0,0,816,0,896,0,False,False,False,True,True,False,False,False,False,True,False
21.529439,1.592379,44.00945,0,809,129,0,0,964,0,683,0,False,False,False,True,True,False,False,False,False,True,False
21.287999,1.555778,42.3601,0,391,28,0,0,133,0,41,0,False,False,False,True,True,False,False,False,False,True,False
23.444286,1.596466,44.594588,0,521,175,0,0,482,0,267,0,False,False,False,True,True,False,False,False,False,True,False
22.329041,1.598393,44.918255,0,708,256,0,0,794,0,794,0,False,False,False,True,True,False,False,False,False,True,False
18.91505,1.633316,45.0,1,809,477,1,0,1223,0,765,192,False,False,True,False,False,True,False,False,False,True,False
19.0,1.559567,42.12617,1,809,192,0,0,766,0,167,233,False,False,False,True,False,True,False,False,False,True,False
19.052833,1.546551,42.069992,1,809,153,0,0,803,0,685,601,False,False,False,True,False,True,False,False,False,True,False
19.59904,1.566501,41.706283,1,780,0,0,0,86,0,0,388,False,False,True,False,True,False,False,False,False,True,False
21.0,1.52,42.0,1,809,0,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False
19.673262,1.599486,44.810751,0,809,442,1,0,93,0,483,0,False,False,True,False,True,False,False,False,False,True,False
20.244359,1.559186,41.952805,1,535,0,0,0,125,0,0,604,False,False,True,False,True,False,False,False,False,True,False
20.552695,1.523426,42.0,1,809,0,0,0,120,0,0,67,False,False,True,False,True,False,False,False,False,True,False
21.0,1.52,42.0,1,809,0,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False
21.997683,1.689441,51.107925,1,809,588,0,0,407,1,91,504,False,False,False,True,True,False,False,False,False,True,False
21.274628,1.737453,50.479039,1,809,555,0,0,193,1,434,115,False,False,False,True,True,False,False,False,False,True,False
18.909439,1.732096,50.0,1,8,543,0,0,0,0,982,702,False,False,True,False,False,True,False,False,False,True,False
22.396504,1.869098,61.411141,1,809,521,0,0,763,1,868,2,True,False,True,False,False,True,False,False,False,False,False
19.084317,1.851123,61.264785,1,809,628,0,0,948,1,729,220,True,False,True,False,False,True,False,False,False,False,False
21.084625,1.787264,58.585146,1,490,519,0,0,851,1,1039,1050,True,False,False,True,False,True,False,False,False,False,False
18.068767,1.787787,52.0,1,809,477,0,0,549,1,468,840,True,False,True,False,False,True,False,False,False,True,False
21.813083,1.712515,51.710723,1,702,490,0,0,147,1,1029,328,False,False,False,True,True,False,False,False,False,True,False
18.038422,1.698914,51.692272,1,665,477,0,0,549,1,315,872,True,False,True,False,False,True,False,False,False,True,False
18.874591,1.533609,41.669346,1,624,55,0,0,181,0,195,841,False,False,True,False,False,True,False,False,False,True,False
19.21164,1.567981,41.934368,1,239,0,0,0,361,0,0,1063,False,False,True,False,False,True,False,False,False,True,False
18.988581,1.544263,41.535047,1,574,0,0,0,184,0,0,861,False,False,True,False,False,True,False,False,False,True,False
19.408999,1.670552,49.804245,1,646,546,0,0,298,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
19.665881,1.676346,49.105025,0,591,477,0,0,549,0,987,840,False,False,True,False,False,True,False,False,False,True,False
19.758286,1.667404,49.125955,0,701,525,0,0,508,0,843,840,False,False,True,False,False,True,False,False,False,True,False
22.422674,1.70011,50.173425,1,568,477,0,0,894,1,750,1126,False,False,False,True,True,False,False,False,False,True,False
20.242237,1.75633,54.567343,1,170,621,0,0,1033,1,1099,1128,True,False,False,True,False,True,False,False,False,True,False
22.637018,1.703584,51.607091,1,503,477,0,0,534,1,298,1016,False,False,False,True,True,False,False,False,False,True,False
19.007177,1.690727,49.895716,1,32,511,0,0,37,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
18.288205,1.713564,50.0,1,23,552,0,0,0,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
19.314429,1.67231,49.713944,1,506,554,0,0,358,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
27.14823,1.660446,49.558304,1,177,550,0,0,580,1,633,919,False,False,False,True,True,False,False,False,False,True,False
25.380557,1.630379,46.062954,1,577,480,0,0,752,1,898,0,False,False,False,True,True,False,False,False,False,True,False
22.867719,1.655413,50.424661,1,809,578,0,0,541,1,108,57,False,False,False,True,True,False,False,False,False,True,False
17.729923,1.732862,51.216463,1,223,318,0,0,822,0,213,738,True,False,True,False,False,True,False,False,False,True,False
16.834813,1.74402,50.0,1,309,547,0,0,211,0,764,830,False,False,True,False,False,True,False,False,False,True,False
17.521754,1.757958,52.09432,1,325,316,0,0,677,0,588,699,True,False,True,False,False,True,False,False,False,True,False
18.0,1.786758,51.524444,1,731,477,0,0,410,0,631,840,True,False,True,False,False,True,False,False,False,True,False
18.0,1.767058,51.132809,1,586,477,0,0,465,1,696,840,True,False,True,False,False,True,False,False,False,True,False
18.128249,1.699437,52.08657,1,680,477,0,0,549,1,383,916,True,False,True,False,False,True,False,False,False,True,False
17.405104,1.82525,58.913579,1,515,611,0,0,549,1,1071,351,True,False,False,True,False,True,False,False,False,False,False
19.72925,1.793315,58.19515,1,481,549,0,0,627,1,1084,979,True,False,False,True,False,True,False,False,False,False,False
18.525834,1.776989,57.275946,1,170,597,0,0,970,1,1071,1090,True,False,False,True,False,True,False,False,False,False,False
18.595614,1.609495,42.656563,1,713,313,1,0,1170,0,1025,914,False,False,False,True,False,True,False,False,False,True,False
16.613108,1.777929,44.762023,1,727,493,0,0,740,0,1130,1011,False,False,True,False,False,True,False,False,False,True,False
16.928791,1.710948,45.248627,1,725,497,0,0,744,0,1137,964,False,False,True,False,False,True,False,False,False,True,False
17.758315,1.854162,59.881316,1,778,619,0,0,549,1,1072,289,True,False,False,True,False,True,False,False,False,False,False
17.282945,1.821514,59.605028,1,533,586,0,0,549,1,1076,158,True,False,False,True,False,True,False,False,False,False,False
19.993154,1.762073,55.511075,1,170,634,0,0,946,1,1071,1084,True,False,False,True,False,True,False,False,False,False,False
22.935612,1.732307,54.835576,1,809,477,0,0,557,1,715,318,False,False,False,True,True,False,False,False,False,True,False
20.738469,1.759933,55.003417,1,538,608,0,0,1264,1,1071,972,True,False,False,True,False,True,False,False,False,True,False
22.99368,1.741377,54.877111,1,809,477,0,0,567,1,1071,63,False,False,False,True,True,False,False,False,False,True,False
19.317148,1.731195,49.650897,1,735,569,0,0,499,0,1020,840,False,False,True,False,False,True,False,False,False,True,False
16.910997,1.74823,49.928447,1,470,567,0,0,267,0,1028,809,False,False,True,False,False,True,False,False,False,True,False
19.071027,1.756865,49.699672,1,100,523,0,0,72,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
18.019572,1.701378,50.088468,1,88,548,0,0,54,0,450,850,False,False,True,False,False,True,False,False,False,True,False
19.735968,1.699956,49.98297,1,30,560,0,0,88,0,1071,840,False,False,True,False,False,True,False,False,False,True,False
18.094079,1.723328,50.0,1,7,631,0,0,0,0,1071,840,False,False,True,False,True,False,False,False,False,True,False
19.054938,1.585886,42.541794,0,724,477,1,0,0,0,812,0,False,False,True,False,True,False,False,False,False,True,False
20.850119,1.524926,42.0,1,686,66,0,0,0,0,127,0,False,False,True,False,True,False,False,False,False,True,False
19.349258,1.52337,42.0,1,729,20,0,0,317,0,97,621,False,False,True,False,True,False,False,False,False,True,False
17.0,1.844749,59.313525,1,444,477,0,0,549,1,1161,840,True,False,False,True,False,True,False,False,False,False,False
17.203917,1.853325,59.619485,1,704,572,0,0,549,1,1093,570,True,False,False,True,False,True,False,False,False,False,False
17.671064,1.854706,59.20945,1,585,596,0,0,587,1,1079,476,True,False,False,True,False,True,False,False,False,False,False
21.310907,1.72064,50.0,1,734,584,0,0,95,1,581,81,False,False,False,True,True,False,False,False,False,True,False
21.708354,1.704167,50.165754,1,781,513,0,0,1116,1,350,930,False,False,False,True,True,False,False,False,False,True,False
22.176922,1.71746,51.491957,1,463,477,0,0,57,1,1110,1118,False,False,False,True,True,False,False,False,False,True,False
17.823438,1.708406,50.0,1,94,551,0,0,73,0,269,840,False,False,True,False,False,True,False,False,False,True,False
18.0,1.763465,50.279053,1,79,477,0,0,538,0,95,840,False,False,True,False,False,True,False,False,False,True,False
18.281092,1.7,50.0,1,6,510,0,0,393,0,107,840,False,False,True,False,False,True,False,False,False,True,False
18.656912,1.574017,41.220175,1,95,118,0,0,301,0,178,1122,False,False,True,False,False,True,False,False,False,True,False
19.994543,1.537739,39.101805,1,18,477,0,0,544,0,1139,1039,False,False,True,False,False,True,False,False,False,True,False
20.255616,1.534223,41.268597,1,567,363,0,0,148,0,49,308,False,False,True,False,True,False,False,False,False,True,False
19.865895,1.76033,55.3707,1,270,634,0,0,974,1,1071,999,True,False,False,True,False,True,False,False,False,False,False
17.888073,1.841879,60.0,1,809,594,0,0,549,1,1074,295,True,False,False,True,False,True,False,False,False,False,False
18.470562,1.856406,58.673963,1,408,617,0,0,799,1,1082,882,True,False,False,True,False,True,False,False,False,False,False
17.925497,1.829142,59.933015,1,684,634,0,0,549,1,1071,17,True,False,False,True,False,True,False,False,False,False,False
17.000752,1.822084,58.443049,1,501,482,0,0,549,1,1081,461,True,False,False,True,False,True,False,False,False,False,False
17.362129,1.80671,59.243506,1,438,634,0,0,549,1,1071,43,True,False,False,True,False,True,False,False,False,False,False
18.0,1.707259,50.664459,1,116,477,0,0,299,1,305,1029,True,False,True,False,False,True,False,False,False,True,False
18.0,1.708107,51.314659,1,42,477,0,0,397,1,62,1051,True,False,True,False,False,True,False,False,False,True,False
18.0,1.739344,50.951444,1,135,477,0,0,506,1,307,886,True,False,True,False,False,True,False,False,False,True,False
19.029494,1.573987,44.316254,0,797,477,1,0,21,0,756,0,False,False,True,False,True,False,False,False,False,True,False
19.269079,1.58092,44.753943,0,809,443,1,0,146,0,565,0,False,False,True,False,True,False,False,False,False,True,False
19.946244,1.603435,45.0,0,809,477,1,0,912,0,703,0,False,False,True,False,True,False,False,False,False,True,False
19.639431,1.53535,42.0,1,809,0,0,0,269,0,0,395,False,False,True,False,True,False,False,False,False,True,False
19.0,1.53161,42.0,1,615,97,0,0,189,0,287,646,False,False,True,False,True,False,False,False,False,True,False
19.434709,1.525691,42.0,1,809,0,0,0,402,0,0,440,False,False,True,False,True,False,False,False,False,True,False
18.0,1.719827,52.289828,1,28,477,0,0,487,1,31,1070,True,False,True,False,False,True,False,False,False,True,False
18.381382,1.722547,53.783977,1,170,499,0,0,623,1,831,1128,True,False,True,False,False,True,False,False,False,True,False
18.0,1.738702,50.248677,1,128,477,0,0,170,1,387,992,True,False,True,False,False,True,False,False,False,True,False
26.69858,1.816298,86.963765,1,406,124,0,0,549,0,1071,433,True,False,False,True,False,True,False,False,False,False,False
21.125836,1.638085,70.0,1,170,0,0,0,670,0,424,0,True,False,True,False,False,False,True,False,False,True,False
25.191627,1.813678,85.637789,1,60,622,0,0,693,0,54,840,True,False,False,True,False,True,False,False,False,False,False
21.963457,1.697228,75.5771,1,318,576,0,0,431,1,574,0,True,False,True,False,False,True,False,False,False,True,False
21.0,1.617469,68.869791,1,31,477,0,0,860,0,543,374,True,False,True,False,False,False,True,False,False,True,False
19.114981,1.855543,88.965521,1,170,477,0,0,23,1,0,287,True,False,True,False,False,True,False,False,False,True,False
41.823567,1.721854,82.919584,1,659,539,0,0,1091,0,1189,219,False,False,True,False,False,True,False,False,False,False,False
21.142432,1.855353,86.413388,1,170,477,0,0,206,1,647,840,True,False,True,False,False,True,False,False,False,True,False
21.962426,1.696336,75.0,1,170,477,0,0,436,1,394,128,True,False,True,False,False,True,False,False,False,True,False
18.836315,1.751631,80.0,1,170,154,0,0,747,1,1156,560,False,True,False,False,False,True,False,False,False,True,False
23.572648,1.698346,75.0,1,170,477,0,0,549,1,239,969,True,False,True,False,False,True,False,False,False,True,False
33.700749,1.642971,74.803157,0,809,51,0,0,60,1,382,0,False,False,True,False,False,True,False,False,False,False,False
21.845025,1.613668,68.126955,1,110,620,0,0,725,1,514,947,False,False,True,False,False,True,False,False,False,True,False
21.0,1.605404,68.226511,1,170,180,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
35.125401,1.529834,62.903938,1,170,212,0,0,253,0,0,835,False,False,True,False,False,True,False,False,False,False,False
36.769646,1.55,62.337721,1,425,477,0,0,1234,1,0,283,False,False,True,False,False,True,False,False,False,False,False
21.868932,1.731261,78.175706,1,514,0,0,0,549,1,1125,0,False,False,True,False,False,True,False,False,False,True,False
22.549208,1.629194,70.0,1,170,0,0,0,1145,0,190,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
30.958957,1.633491,68.803694,1,224,477,0,0,522,1,180,0,False,False,True,False,False,True,False,False,False,False,False
21.017383,1.752391,79.109637,1,809,0,0,0,549,1,1151,0,True,False,True,False,False,True,False,False,False,False,False
19.623574,1.818226,85.833029,1,766,587,0,0,877,1,1150,366,True,False,True,False,False,True,False,False,False,True,False
19.637947,1.809101,85.0,1,809,477,0,0,761,1,893,490,True,False,True,False,False,True,False,False,False,True,False
21.413642,1.709484,75.0,1,170,477,0,0,1173,1,1083,20,True,False,True,False,False,True,False,False,False,True,False
21.029633,1.607082,67.722222,1,170,583,0,0,1267,1,701,267,True,False,True,False,False,False,True,False,False,True,False
22.667596,1.718939,75.951472,1,170,477,0,0,549,1,0,1128,False,False,True,False,True,False,False,False,False,True,False
20.0,1.831357,89.652557,1,500,529,0,0,1267,1,1071,251,True,False,True,False,False,True,False,False,False,True,False
21.81119,1.6,66.401407,1,263,477,0,0,1105,1,1003,0,False,False,True,False,False,True,False,False,False,True,False
21.0,1.754813,77.929204,1,730,36,0,0,288,1,770,0,False,False,True,False,False,True,False,False,False,True,False
18.128206,1.778447,80.273807,1,80,477,0,0,549,1,1163,0,True,False,False,True,False,True,False,False,False,True,False
21.0,1.709561,75.0,1,170,477,0,0,340,1,589,0,True,False,True,False,False,True,False,False,False,True,False
29.08107,1.674568,71.602622,1,170,477,0,0,373,1,927,0,False,False,True,False,False,True,False,False,False,False,False
26.358919,1.755317,82.228794,1,148,565,0,0,837,1,186,718,True,False,True,False,False,True,False,False,False,True,False
22.717249,1.708071,75.0,1,588,477,0,0,1267,1,646,1099,True,False,True,False,False,True,False,False,False,True,False
19.816949,1.806947,85.079589,1,170,477,0,0,785,1,623,172,True,False,True,False,False,True,False,False,False,True,False
24.023972,1.599697,64.808022,1,717,477,0,0,300,0,0,224,False,False,True,False,False,True,False,False,False,True,False
32.593129,1.721903,72.748903,1,170,477,0,0,0,1,0,939,False,False,True,False,False,True,False,False,False,False,False
23.0,1.712556,75.480764,1,809,581,0,0,139,1,438,1027,True,False,True,False,False,True,False,False,False,True,False
16.941489,1.551288,54.93242,1,107,82,1,0,549,0,99,1116,False,False,True,False,False,True,False,False,False,True,False
16.172992,1.603842,65.0,1,497,0,1,0,549,1,393,858,False,False,True,False,False,True,False,False,False,True,False
23.71259,1.588597,62.339003,1,428,322,0,0,618,0,1007,1097,False,False,True,False,False,True,False,False,False,True,False
35.194089,1.673482,73.193589,0,809,374,0,0,314,1,147,0,False,False,True,False,False,True,False,False,False,False,False
23.172982,1.858624,88.675503,1,170,362,0,0,163,1,330,840,True,False,True,False,False,True,False,False,False,False,False
37.218161,1.593894,63.320629,1,418,477,0,0,549,1,1182,377,False,False,True,False,False,True,False,False,False,False,False
19.076443,1.62,69.529625,1,367,0,0,0,1005,0,589,925,True,False,True,False,False,True,False,False,False,True,False
16.30687,1.616366,67.183128,1,90,0,1,0,549,1,523,1044,False,False,False,True,False,True,False,False,False,True,False
18.297229,1.637396,70.0,1,170,193,0,0,810,1,14,0,False,False,False,True,False,True,False,False,False,True,False
18.610761,1.550723,60.628321,1,664,317,1,0,136,0,411,19,False,False,True,False,False,True,False,False,False,True,False
17.451085,1.6,65.0,1,809,281,1,0,549,1,292,1064,False,False,True,False,False,True,False,False,False,True,False
29.740496,1.820471,87.668828,1,809,477,0,0,114,0,1071,0,True,False,False,True,False,True,False,False,False,False,False
31.539393,1.657496,73.641633,1,170,477,0,0,0,1,0,877,False,False,True,False,False,True,False,False,False,False,False
18.026457,1.752123,80.0,1,170,366,0,0,846,1,90,98,True,False,False,True,False,True,False,False,False,True,False
19.47554,1.857231,88.138777,1,233,634,0,0,873,1,1071,143,True,False,True,False,False,True,False,False,False,True,False
19.0,1.76,79.544998,1,170,52,0,0,1267,1,972,1057,False,True,False,False,False,True,False,False,False,True,False
18.0,1.644682,68.392133,1,170,45,0,0,205,1,0,1022,False,False,False,True,False,True,False,False,False,True,False
18.270434,1.737165,76.699774,1,670,477,0,0,871,1,589,982,False,True,False,False,False,True,False,False,False,True,False
19.816228,1.507853,64.259379,1,508,477,1,0,434,0,0,0,False,False,True,False,False,True,False,False,False,True,False
28.39124,1.81006,87.286783,1,809,477,0,0,130,0,1071,0,True,False,False,True,False,True,False,False,False,False,False
26.758516,1.80179,86.981202,1,554,289,0,0,549,0,1071,88,True,False,False,True,False,True,False,False,False,False,False
21.033794,1.625891,70.0,1,170,0,0,0,566,0,359,0,True,False,True,False,False,False,True,False,False,True,False
22.429812,1.64037,70.0,1,170,0,0,0,621,0,401,0,True,False,True,False,False,False,True,False,False,True,False
26.650419,1.791047,83.26312,1,40,633,0,0,915,0,9,840,True,False,False,True,False,True,False,False,False,False,False
21.618246,1.679306,75.0,1,170,477,0,0,504,1,583,105,True,False,True,False,False,True,False,False,False,True,False
21.012542,1.615145,68.653347,1,104,574,0,0,606,1,331,326,False,False,True,False,False,False,True,False,False,True,False
21.071195,1.616467,68.77185,1,62,618,0,0,663,1,304,895,False,False,True,False,False,False,True,False,False,True,False
19.741202,1.816783,86.522799,1,170,477,0,0,729,1,236,16,True,False,True,False,False,True,False,False,False,True,False
19.21638,1.812472,86.748295,1,170,477,0,0,719,1,561,129,True,False,True,False,False,True,False,False,False,True,False
42.24475,1.768231,75.62931,1,809,424,0,0,667,1,254,0,False,False,True,False,False,True,False,False,False,False,False
22.283082,1.870931,89.251639,1,170,368,0,0,65,1,277,840,True,False,True,False,False,True,False,False,False,True,False
21.086512,1.863685,89.558854,1,170,477,0,0,12,1,0,644,True,False,True,False,False,True,False,False,False,True,False
23.451595,1.670227,75.0,1,170,477,0,0,549,1,116,1125,True,False,True,False,False,True,False,False,False,True,False
22.740275,1.717288,75.948164,1,170,477,0,0,549,1,0,1128,True,False,True,False,False,True,False,False,False,True,False
18.900253,1.750359,79.828725,1,170,241,0,0,608,1,733,812,True,True,False,False,False,True,False,False,False,True,False
23.170309,1.707557,75.306702,1,380,481,0,0,162,1,536,280,True,False,True,False,False,True,False,False,False,True,False
32.997118,1.672446,74.812707,1,761,62,0,0,0,1,0,156,False,False,True,False,False,True,False,False,False,False,False
32.501143,1.675979,74.959747,1,374,122,0,0,0,1,0,297,False,False,True,False,False,True,False,False,False,False,False
21.938831,1.611239,67.939653,1,142,624,0,0,978,1,1011,955,False,False,True,False,False,True,False,False,False,True,False
21.909534,1.611356,68.06609,1,121,630,0,0,1010,1,707,1124,False,False,True,False,False,True,False,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
37.455752,1.508908,63.183846,1,219,17,0,0,549,1,131,196,False,False,True,False,False,True,False,False,False,False,False
40.0,1.561109,62.871794,1,760,477,0,0,876,1,109,275,False,False,True,False,False,True,False,False,False,False,False
38.943282,1.554728,63.011645,1,687,477,0,0,1247,1,1104,243,False,False,True,False,False,True,False,False,False,False,False
21.987341,1.730182,78.55444,1,375,0,0,0,549,1,1091,0,False,False,True,False,False,True,False,False,False,True,False
21.198217,1.743841,78.88036,1,482,0,0,0,549,1,1101,0,False,False,True,False,False,True,False,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
21.0,1.62,70.0,1,170,0,0,0,1267,0,589,0,True,False,True,False,False,False,True,False,False,True,False
29.32038,1.642506,69.906708,1,415,477,0,0,486,1,876,0,False,False,True,False,False,True,False,False,False,False,False
31.255587,1.69308,71.927379,1,534,477,0,0,405,1,418,544,False,False,True,False,False,True,False,False,False,False,False
22.851773,1.752115,79.414603,1,809,0,0,0,549,1,1128,0,True,False,True,False,False,True,False,False,False,True,False
26.0,1.745033,80.0,1,327,59,0,0,549,1,1071,0,True,False,True,False,False,True,False,False,False,True,False
19.789291,1.820643,85.0,1,809,477,0,0,1111,1,962,349,True,False,True,False,False,True,False,False,False,True,False
19.895877,1.80733,85.073801,1,649,477,0,0,1097,1,1112,130,True,False,True,False,False,True,False,False,False,True,False
19.693804,1.8,85.0,1,308,477,0,0,1089,1,853,840,True,False,True,False,False,True,False,False,False,True,False
19.226314,1.814255,85.255631,1,784,544,0,0,681,1,1129,535,True,False,True,False,False,True,False,False,False,True,False
21.652229,1.700181,75.057177,1,247,562,0,0,636,1,1059,529,True,False,True,False,False,True,False,False,False,True,False
21.687409,1.604697,68.016472,1,140,522,0,0,1225,1,570,245,False,False,True,False,False,False,True,False,False,True,False
21.455463,1.611,68.107866,1,160,563,0,0,754,1,562,355,False,False,True,False,False,False,True,False,False,True,False
21.0,1.754497,77.956921,1,449,262,0,0,428,1,84,1043,False,False,True,False,False,True,False,False,False,True,False
21.0,1.752944,77.965532,1,671,213,0,0,341,1,657,818,False,False,True,False,False,True,False,False,False,True,False
19.337404,1.859927,87.105828,1,323,634,0,0,842,1,1071,485,True,False,True,False,False,True,False,False,False,True,False
21.701643,1.896073,90.52446,1,440,590,0,0,1200,1,975,325,True,False,True,False,False,True,False,False,False,True,False
21.620245,1.605314,66.621646,1,413,542,0,0,735,1,769,24,True,False,True,False,False,True,False,False,False,True,False
21.012569,1.758628,78.370039,1,809,0,0,0,549,1,1186,0,False,False,True,False,False,True,False,False,False,True,False
21.016623,1.755427,78.300084,1,809,0,0,0,549,1,1178,0,False,False,True,False,False,True,False,False,False,True,False
19.0,1.779882,80.091886,1,12,64,0,0,965,1,1189,661,False,False,False,True,False,True,False,False,False,True,False
21.0,1.712061,75.0,1,170,477,0,0,195,1,589,0,True,False,True,False,False,True,False,False,False,True,False
21.0,1.676014,75.0,1,170,477,0,0,107,1,589,0,True,False,True,False,False,True,False,False,False,True,False
27.899784,1.7,74.244004,1,170,477,0,0,549,1,946,0,False,False,True,False,False,True,False,False,False,False,False
28.825223,1.765874,82.045045,1,10,626,0,0,590,1,448,733,True,False,True,False,False,True,False,False,False,True,False
26.047077,1.74595,80.018571,1,165,505,0,0,833,1,699,31,True,False,True,False,False,True,False,False,False,True,False
23.0,1.690196,75.0,1,537,477,0,0,1155,1,415,1128,True,False,True,False,False,True,False,False,False,True,False
20.0,1.81748,85.0,1,763,477,0,0,1267,1,1140,441,True,False,True,False,False,True,False,False,False,True,False
21.832995,1.580964,65.363941,1,194,477,0,0,64,0,310,655,False,False,True,False,False,True,False,False,False,True,False
30.255744,1.652084,73.575981,1,170,477,0,0,0,1,0,27,False,False,True,False,False,True,False,False,False,False,False
30.613586,1.645511,69.168978,1,171,477,0,0,87,1,60,0,False,False,True,False,False,True,False,False,False,False,False
23.245408,1.707968,75.383716,1,505,494,0,0,112,1,155,768,True,False,True,False,False,True,False,False,False,True,False
18.0,1.456346,55.523481,1,170,477,1,0,45,0,299,1081,False,False,True,False,False,True,False,False,False,True,False
